Name,Title,Total students,Reviews,Udemy link,Social links
Ingo Depner,Professional German Teacher,"56,892","8,649",https://www.udemy.com/user/ingodepner/,"['http://germanonlinegym.com', 'https://linkedin.com/in/depner', 'https://www.youtube.com/channel/UCVe51k2mKAYufKpEMuYAumQ']"
Advanced Innovation Group Pro Excellence (AIGPE),Drive Success to Excellence,"193,555","87,118",https://www.udemy.com/user/group-pro-advanced-innovation-excellence/,"['https://www.aigproexcellence.com/', 'https://twitter.com/AIGProExcel', 'https://www.facebook.com/aigpe', 'https://linkedin.com/company/aigpe', 'https://www.youtube.com/c/AIGPE_Official']"
My Teacher Academy,Your English Online,"71,117","5,798",https://www.udemy.com/user/davidabella/,"['http://myteacheracademy.com', 'https://twitter.com/myteacher_es', 'https://www.facebook.com/myteacher.es/', 'https://www.youtube.com/channel/UCkoAmwocWOeEleKMBu_kssA']"
"The Project Management Guru PfMP, PgMP, PMP, RMP, ACP, PBA, SP","Portfolio, Program, and Project Management Instructors","9,086","1,321",https://www.udemy.com/user/pmi-rmp-elite-minds-pmp/,"['https://www.elitemids.co', 'https://www.facebook.com/eliteminds.co/', 'https://www.youtube.com/c/EliteMinds']"
Seth Godin,Best-selling author,"82,074","23,270",https://www.udemy.com/user/sethgodin/,"['http://www.seths.blog', 'https://twitter.com/ThisIsSethsBlog', 'https://www.facebook.com/sethgodin']"
Thomas Amann,Biology Professor,"3,686",750,https://www.udemy.com/user/thomasamann2/,[]
Jan Lamprecht,"Learning is my passion, teaching is the reward.","4,273",693,https://www.udemy.com/user/jan-lamprecht-4/,[]
Joseph Shepherd,Electrical-Electronics Engineer and Instructor,"4,163",689,https://www.udemy.com/user/yusuf-1881/,[]
Moksh Yadav,Design Engineer,"9,935","2,730",https://www.udemy.com/user/mech-design/,"['https://www.linkedin.com/in/moksh-yadav-327458129', 'https://linkedin.com/https://www.linkedin.com/in/moksh-yadav-327458129']"
Ritul Shah,Battery Management System Architect,"5,895","1,172",https://www.udemy.com/user/ritul-shah/,['https://linkedin.com/https://www.linkedin.com/in/ritulshah-ev/']
Howard Edson Sr.,"cruiser, charter/delivery captain, ASA instructor, old salt","4,296","1,784",https://www.udemy.com/user/captainhowardedson/,"['https://grandadventuresaboardravensdance.wordpress.com/', 'https://www.facebook.com/https://www.facebook.com/howard.edson.9']"
Vera Madzarevic,"Director of R&D, Global Research Pharma Canada & CRIAMERICA","2,882",750,https://www.udemy.com/user/veramadzarevic/,['http://grpc.ca']
Jantawee Supha,Thai language Instructor,"4,350",678,https://www.udemy.com/user/jantawee-s/,['http://www.thaimadeeasy.com']
Robin Garg,Author || Design Verification Expert,"5,905","1,112",https://www.udemy.com/user/robingarg2/,"['https://www.amazon.com/dp/B01CZ0Z08E', 'https://linkedin.com/in/robingarg89/', 'https://www.youtube.com/channel/UC6VhEEx4DnSy5R-7fYe1cHg']"
Johanna Christina Hälbich,Electromechanical Technician,"3,865",689,https://www.udemy.com/user/johanna-christina-halbich/,[]
Dr Jaroslaw Kriukow,Qualitative Researcher and Educational Consultant,"11,275","3,388",https://www.udemy.com/user/jaroslaw-kriukow/,"['https://drkriukow.com', 'https://twitter.com/DRKriukow', 'https://www.facebook.com/QualitativeResearcher/', 'https://linkedin.com/in/jaroslaw-kriukow-496227173/', 'https://www.youtube.com/channel/UC0p1Se97kOF-RARybzPqcbA']"
CoGyan .,Enrich others with ur Gyan Enrich urself with Fame & Fortune,"7,229",686,https://www.udemy.com/user/cogyan/,"['http://www.cogyan.co', 'https://www.facebook.com/vjnstudios', 'https://linkedin.com/vijayan-muthu/', 'https://www.youtube.com/vjnstudios']"
Dr Mohammad Abualrub,PhD in Chemistry Expert in pharmaceutical Industry +8Years,"33,419","1,748",https://www.udemy.com/user/3504f9ef-9f75-4512-87df-4b322689f238/,"['https://www.facebook.com/profile.php?id=100009049891540', 'https://www.youtube.com/channel/UCxSRXzkQDbnxwGx3ybBSNnQ']"
Shankar Iyer,Sanskrit Instructor and Learner,"9,302",753,https://www.udemy.com/user/shankar-iyer-36/,"['https://www.sanskritlearners.club/', 'https://www.facebook.com/sonofhari', 'https://www.youtube.com/@sanskritlearnersclub']"
"Cherish Qualls, PhD",Professional Engineer and University Professor,"18,822","4,293",https://www.udemy.com/user/stem-course-prep/,"['https://stemcourseprep.com/', 'https://twitter.com/stemcourseprep', 'https://linkedin.com/in/cherish-qualls-a924a12']"
Andrew Carter,Freelance Translator and Writer,"2,209",679,https://www.udemy.com/user/ee0aff06-c793-48b9-bceb-58de9ca871b4/,"['https://healthyfreelancers.com/', 'https://twitter.com/H_freelancers']"
"Patricia M. Hart, Ph.D.",Professor Emerita of Children's Literature,"1,667",751,https://www.udemy.com/user/patricia-m-hart-2/,"['https://twitter.com/EdVidPublishing', 'https://www.facebook.com/Educational-Video-Publishing-125136857555556/', 'https://linkedin.com/edvid/', 'https://www.youtube.com/channel/UCm_cJat_NAmKCqUj59hZoxg']"
Felix Lättman,Founder of DominoEducation,"195,023","20,223",https://www.udemy.com/user/felixlttman/,"['https://www.dominochinese.com/pages/udemy-users-get-a-free-month//register?coupon=DOMINOSKILL', 'https://twitter.com/DominoChinese', 'https://www.facebook.com/DominoChinese/', 'https://linkedin.com/company/22316463/', 'https://www.youtube.com/channel/UCzpqNgX2XYy-b4cyAdE02iw']"
Code Coach,Decoding the Mysteries of Nonprofit Management,"5,617","1,047",https://www.udemy.com/user/mariemartin4/,"['https://twitter.com/Twitter Profile', 'https://www.facebook.com/Facebook Profile', 'https://linkedin.com/LinkedIn Profile', 'https://www.youtube.com/Youtube Profile']"
Christopher Breuer,Linguist,"5,189",656,https://www.udemy.com/user/christopherbreuer/,[]
Ajay Prakash,Senior software engineer in silicon valley,"5,348",654,https://www.udemy.com/user/ajay-prakash-2/,['https://linkedin.com/https://www.linkedin.com/in/ajay-prakash-3780b132/']
Trevor Block,Linguist and Math Tutor,"5,809",875,https://www.udemy.com/user/trevorblock2/,"['http://trevtutor.com', 'https://twitter.com/trevtutor', 'https://www.youtube.com/thetrevtutor']"
Leslie Van Ael,Dutch lessons that stick!,"3,595",532,https://www.udemy.com/user/leslieva/,"['http://www.LearnDutchToday.com', 'https://twitter.com/learndutchtoday', 'https://www.facebook.com/dutchtutor', 'https://linkedin.com/leslievanael/', 'https://www.youtube.com/learndutchtoday']"
"Ray Harkins, The Manufacturing Academy","Senior Manufacturing Professional, Online Educator","62,801","20,104",https://www.udemy.com/user/ray-harkins/,"['https://themanufacturingacademy.com/', 'https://linkedin.com/in/ray-harkins']"
Quantitative Specialists,"Specializing in Statistics, Research Design, and Measurement","29,533","6,339",https://www.udemy.com/user/ronaldyockey/,[]
Mister Rabiey,Oxford Tutor & Voice Actor,"19,288","1,115",https://www.udemy.com/user/ted-wilson-15/,"['https://englishvid.teachable.com/', 'https://www.youtube.com/c/Englishvidcourses']"
Anne Le Grand,Certified and Experienced French Instructor,"24,271","4,973",https://www.udemy.com/user/gwenoleraoul/,"['https://parlez-vous-french.com/', 'https://twitter.com/NanouLG', 'https://www.facebook.com/ParlezvousFrench/', 'https://linkedin.com/pub/anne-le-grand/34/185/b02', 'https://www.youtube.com/channel/UC5E3cis5nJyfuiU5_bzvIwg']"
Mohammad Sakr,Senior Optical Design Engineer,"1,852",704,https://www.udemy.com/user/mohammad-sakr-2/,['https://linkedin.com/in/mohammad-sakr-76766a1a7/']
Steven Dumble,"Aerospace Engineer, Phd, Teacher","7,642","1,202",https://www.udemy.com/user/steven-dumble/,['http://www.technitute.io']
Matthew Gromlich,Math Teacher,"26,410","1,993",https://www.udemy.com/user/mattgromlich/,[]
Grant Hall,Credentialed Actuary and Dedicated Math Tutor,"13,514","1,972",https://www.udemy.com/user/grant-hall/,[]
Joyce Fiedler,Educational Technology Specialist,"15,066",782,https://www.udemy.com/user/joyce-fiedler/,"['https://oceansandbar.weebly.com', 'https://twitter.com/https://twitter.com/oceansandbar', 'https://linkedin.com/https://www.linkedin.com/in/joyce-fiedler-73a8996b/', 'https://www.youtube.com/https://www.youtube.com/user/letmeseecreations/featured?view_as=subscriber']"
Sundog Education by Frank Kane,"Founder, Sundog Education. Machine Learning Pro","808,555","162,941",https://www.udemy.com/user/frankkane/,"['http://www.sundog-education.com/', 'https://twitter.com/SundogEducation', 'https://www.facebook.com/SundogEdu/', 'https://linkedin.com/company/22299481/', 'https://www.youtube.com/c/SundogEducation']"
Velocis Solutions,Engineering Consulting and Training provider,"23,298","1,077",https://www.udemy.com/user/velocis-solutions-2/,"['https://velociss.com/', 'https://twitter.com/velociss', 'https://www.facebook.com/velocisslearning', 'https://linkedin.com/company/velociss-com', 'https://www.youtube.com/channel/UC84N3sDdLiqwc11u7b4JvBQ']"
"Trividh Patel, CBAP",IIBA Certified Business Analysis Professional (CBAP),"5,251","1,382",https://www.udemy.com/user/trividh-patel/,"['http://www.mybacentral.com', 'https://linkedin.com/in/trividhpatel-cbap/']"
Aki Moritani,Japanese Teacher,"3,766",552,https://www.udemy.com/user/aki-moritani/,"['https://aki-s-site-1d05.thinkific.com/products/communities/japanese-time', 'https://www.youtube.com/@akimoritani1492']"
Rajinder Goswami,Teaching and Researching Mathematics for more than 35 years.,"10,114",606,https://www.udemy.com/user/rajindergoswami/,"['https://www.facebook.com/MathShortcutsBook/?ref=settings', 'https://www.youtube.com/channel/UCUeS1DHkq4HpHohxzhMLNmQ']"
Noha Talat Ahmed Esmail,"""Front-end Developer & Instructor '","122,319","1,369",https://www.udemy.com/user/noha-talat/,['https://linkedin.com/in/nohatalat2020/']
"Rahsoft RF Certificate - Orange County, California",Radio Frequency Engineering Certificate,"22,982","5,587",https://www.udemy.com/user/rahsoft-rf-certificate/,"['https://twitter.com/rahsoft', 'https://www.facebook.com/rahsoftusa/', 'https://linkedin.com/company/rahsoft', 'https://www.youtube.com/channel/UCwyInqIVlgS2Gy6O5gjq6Tg']"
Psy Stuff,Associate Professor in Psychology,"4,654",713,https://www.udemy.com/user/jean-francois-delvenne/,['https://medicinehealth.leeds.ac.uk/psychology/staff/271/dr-jean-francois-delvenne']
Andrew Williams,"Wordpress, SEO & Self-Publishing Expert, teacher and author","183,595","40,636",https://www.udemy.com/user/andrewwilliams17/,"['https://ezseonews.com', 'https://twitter.com/ezSEONews', 'https://www.facebook.com/ezSEONewsletter', 'https://www.youtube.com/user/ezseonews']"
The Math Sorcerer,I am the Math Sorcerer:),"18,489","4,271",https://www.udemy.com/user/the-math-sorcerer/,"['https://www.youtube.com/user/themathsorcerer', 'https://twitter.com/themathsorcerer', 'https://www.facebook.com/themathsorcerer', 'https://www.youtube.com/themathsorcerer']"
Anja Winter,Founder of Learn German With Anja,"3,373",507,https://www.udemy.com/user/54ab2b43be942/,"['http://www.learngermanwithanja.com/', 'https://twitter.com/anjawinterrr', 'https://www.facebook.com/LearnGermanWithAnja', 'https://www.youtube.com/c/LearnGermanwithAnja']"
Chris Levy,Research Scientist / Data Scientist / PhD Applied Math,"28,721","3,135",https://www.udemy.com/user/chrislevy5/,[]
Philip Baldock,"Physics Grad, Programmer and Illustrator","7,142","1,870",https://www.udemy.com/user/philip-baldock-2/,[]
Hania Uscka-Wehlou,"University teacher in mathematics, PhD","22,407","2,476",https://www.udemy.com/user/hania-uscka-wehlou/,"['https://www.thepoweroftwo.courses', 'https://twitter.com/mitm_tpot', 'https://linkedin.com/in/hania-uscka-wehlou-1685a745/', 'https://www.youtube.com/mitmab']"
"Ronald Johnson Professional Tutor, Online Instructor",Education for You!,"8,159","1,783",https://www.udemy.com/user/5510461fe1ceb/,"['http://tutoringcentral.com/', 'https://twitter.com/tutoringcentral', 'https://www.facebook.com/tutoringcentralguelph/', 'https://linkedin.com/pub/ronald-johnson/29/bb7/792', 'https://www.youtube.com/channel/UCW7HOyPugZ4_oJ3871iL59w']"
Jef Jacobs,"Economist, academic and strategist","8,835",611,https://www.udemy.com/user/jefjacobs/,[]
Richard Han,PhD in Mathematics,"9,158",916,https://www.udemy.com/user/rickmister24/,"['http://www.onlinemathtraining.com', 'https://www.facebook.com/richard.han.794', 'https://linkedin.com/pub/richard-han/2b/a42/425/en', 'https://www.youtube.com/user/wutangvenom']"
Save a Life Certifications by NHCPS,Physician at NHCPS,"159,743","16,979",https://www.udemy.com/user/nhcpsmarketing/,"['http://SaveaLife.com/', 'https://twitter.com/nhcps', 'https://www.facebook.com/NationalHealthCareProviderSolutions', 'https://linkedin.com/company/national-health-care-provider-solutions', 'https://www.youtube.com/c/DisqueFoundation']"
Jeff Benner,"Author, Teacher and Administrator","8,743","2,641",https://www.udemy.com/user/jeff-a-benner/,"['http://www.ancient-hebrew.org', 'https://www.facebook.com/ancienthebreworg', 'https://linkedin.com/jeff-a-benner-30b4636', 'https://www.youtube.com/ancienthebreworg']"
Dr Aidan Wimshurst,Senior Computational Fluid Dynamics (CFD) Engineer,"8,421","3,002",https://www.udemy.com/user/aidan-wimshurst/,"['https://www.fluidmechanics101.com/', 'https://linkedin.com/in/aidan-wimshurst/', 'https://www.youtube.com/channel/UCcqQi9LT0ETkRoUu8eYaEkg']"
Dr. Philipp Loick,PhD in Mathematics / Applied Scientist @ Amazon,"4,352",494,https://www.udemy.com/user/philipploick/,[]
Dragos Stefanescu,"Founder at TeacHack.com |15 Courses & 15,000+ Students","60,473","6,459",https://www.udemy.com/user/teachack/,"['http://www.teachack.com', 'https://twitter.com/DrgStefanescu', 'https://www.facebook.com/teachack', 'https://linkedin.com/in/drgstefanescu', 'https://www.youtube.com//c/TeacHackUdemy?sub_confirmation=1']"
Keehwan Kim,Language Teaching Specialist,"77,858","4,604",https://www.udemy.com/user/keehwan-kim-3/,"['https://hangulhouse.com/', 'https://www.facebook.com/hangulhouse', 'https://www.youtube.com/@hangulhouse1']"
Engineering Training Academy,Online courses for Structural & Piping Engineers,"9,762",961,https://www.udemy.com/user/ismail-magdy-6/,"['https://www.facebook.com/groups/664127988104915', 'https://linkedin.com/in/ismailmagdy', 'https://www.youtube.com/channel/UCm48GHH2rvpDytJvcVH1YIg']"
Dave Skypelessons,Online English Tutor,"18,625","3,836",https://www.udemy.com/user/daveskypelessons/,"['https://www.skype-lessons.com/', 'https://www.youtube.com/MrSkypelessons']"
Olu Sanya,"I make Math Fun & Easy, even a ""Cave Man"" can do it.","4,956",612,https://www.udemy.com/user/olusanya/,"['http://www.SuccessPrep.com', 'https://twitter.com/successprep', 'https://www.facebook.com/GMAT.GRE.successprep/', 'https://linkedin.com/successprep', 'https://www.youtube.com/gogetprep']"
Hong Zeng,Professor of Chinese and English literature,"10,249",857,https://www.udemy.com/user/hong-zeng/,['http://hong-zengs-chinese-language-and-culture.thinkific.com/']
Michel Cioffi,"Enseignant, réalisateur, créateur de cours de langues","10,812","1,579",https://www.udemy.com/user/michel-cioffi/,[]
Maxi La Runa,Profe de Español,"21,610",661,https://www.udemy.com/user/maximiliano-la-runa/,[]
Foreign Policy Association,Learning & Development (L&D),"1,771",639,https://www.udemy.com/user/emilymcdonald4/,"['http://www.fpa.org/great_decisions/?act=gd_materials', 'https://twitter.com/fpa_org', 'https://www.facebook.com/foreignpolicyassociation', 'https://www.youtube.com/fpa1918']"
Graham Bray,"Director of STEM, East Sussex, UK","18,020","1,239",https://www.udemy.com/user/grahambray/,['http://onlinescienceteaching.com']
"Kaylene WeirCox, MD, FACS",General Surgeon | ATLS Prep Instructor,"4,001",666,https://www.udemy.com/user/kaylene-weircox/,"['http://www.UltimateATLSPrep.com', 'https://linkedin.com/in/kaylene-w-07178a20/', 'https://www.youtube.com/https://www.youtube.com/channel/UChH5rA2_2R3-vIA6Mei0GJw']"
Robert Hubbard,Test Prep instructor at Novastar,"2,452",464,https://www.udemy.com/user/robert-hubbard-3/,['https://satactspot.com/']
Luca Diehl,"Fremdsprachenlehrer aus Leidenschaft, 45.000+ Teilnehmer","47,035","3,309",https://www.udemy.com/user/luca-diehl/,"['https://sprachuniversum.com/', 'https://linkedin.com//in/luca-diehl-640464248/']"
Nicole Kaup,English language & communication coach,"13,487",934,https://www.udemy.com/user/nicole-kaup/,"['https://englishcoachnicole.com', 'https://twitter.com/nicolekaup', 'https://www.facebook.com/EnglishCoachNicole', 'https://linkedin.com/in/nicolekaup/', 'https://www.youtube.com/c/EnglishwithAccentCoachNicole']"
Shadi AbouSamra,Sustainability Consultant | LEED Trainer | Professor,"8,351",923,https://www.udemy.com/user/shadi-abou-samra/,"['https://www.archiroots.com', 'https://www.facebook.com/shadi.abou.samra', 'https://linkedin.com/in/shadiabousamra/', 'https://www.youtube.com/@leedgreenassociate']"
"Mauricio Rubio - Agile Guru & Founder of YESI EDUCATION, AgileKB-Agilelee","Serial entrepreneur, techie, life hacker, expert PM & MBA","542,599","142,705",https://www.udemy.com/user/mauriciorubio2/,"['https://senja.io/p/mauricio-rubio/NgVzY6', 'https://twitter.com/_mauriciorubio', 'https://linkedin.com/in/mauriciorubio2', 'https://www.youtube.com/c/mauriciorubioparra']"
Bob Marx,* Over 70382 Students * ~ 2366 + Positive Reviews !,"89,890","4,175",https://www.udemy.com/user/bobmarx/,"['http://www.MSTseo.com', 'https://twitter.com/sellmoretalkles', 'https://www.facebook.com/bob.marx.524', 'https://linkedin.com/in/sellmoretalkless', 'https://www.youtube.com/channel/UCja9bfPanVh2ftFYG4LWfYg']"
Mike L,A Power Utility Professional Instructor,"129,086","2,970",https://www.udemy.com/user/mike-l-23/,"['https://eebootcamp.weebly.com/', 'https://twitter.com/eebootcamp', 'https://www.facebook.com/EEB-Electrical-Engineer-BootCamp-111492107339813', 'https://linkedin.com/in/utilityguru/', 'https://www.youtube.com/channel/UCDho9cIj85XNXktdl5REc3A']"
